anekdot;-3506.0535843318858
anekdot;-68.306305305158617
anekdot;-806.44005502744801
anekdot;-132.88098959412838
anekdot;-2525.3960246484726
anekdot;-766.18781952069298
anekdot;-710.89481860424223
anekdot;-35.209553194003092
anekdot;-142.71839230126727
anekdot;-724.14816577039278
anekdot;-497.47938569329256
anekdot;-652.88010074333238
anekdot;-4.6045045724902138
anekdot;-716.31890975494719
anekdot;-106.49709426133705
anekdot;-1671.3433219920071
anekdot;-76.356885885376627
anekdot;-195.3145334004551
anekdot;-1095.3871570502206
anekdot;-32.4712803168959
anekdot;-376.17841297365106
anekdot;-62.850930747723169
anekdot;-114.4241456697851
anekdot;-970.95795855269898
anekdot;7.9053468030181193
anekdot;-283.17616511136021
anekdot;-121.27566948090328
anekdot;-232.48584092144836
anekdot;-7.6905133761038087
anekdot;-226.3968736339267
anekdot;-168.97863206642086
anekdot;-968.53217602644224
anekdot;-284.20542260612416
anekdot;-1847.6559759491342
anekdot;-531.4684901919029
anekdot;-2022.2856385240088
anekdot;-357.33203693476742
anekdot;-880.98567919980178
anekdot;-30.756143747476472
anekdot;-86.233016571706685
anekdot;-724.4622993029077
anekdot;-157.41303945566932
anekdot;-280.58496601073574
anekdot;-75.990052219045083
anekdot;-17.011439427795949
anekdot;-84.365408546759852
anekdot;-430.24683748853153
anekdot;-643.07749223505948
anekdot;-146.97752506060368
anekdot;-14.582153181740637
anekdot;-76.251954082048314
anekdot;-337.1629883419514
anekdot;-956.77909841198436
anekdot;-238.14947769535041
anekdot;-119.6048676036027
anekdot;-448.81184793360836
anekdot;-332.68842708384432
anekdot;-191.53256958265388
anekdot;-13.387579308687862
anekdot;-986.27004169000656
anekdot;-92.840406892859505
anekdot;-1370.3100586562732
anekdot;-227.61337203540393
anekdot;-355.8390075411034
anekdot;-454.74195210622247
anekdot;-836.14931245743719
anekdot;-91.682238430278176
anekdot;-175.80640997354737
anekdot;-193.81624876616706
anekdot;-1635.4266186776006
anekdot;-190.78851714390194
anekdot;-114.96760414326826
anekdot;-113.51706311581449
anekdot;-610.12156404328266
anekdot;-129.50799446631652
anekdot;-174.05330119717826
anekdot;-203.82245431124574
anekdot;-163.86419000014314
anekdot;-460.8147313507481
anekdot;-222.07499941974964
anekdot;-543.51918454583938
anekdot;-160.55659686594311
anekdot;-292.31854316588669
anekdot;-156.62590615379639
anekdot;-64.740996942684603
anekdot;-174.97545501059312
anekdot;-188.71654150780034
anekdot;-1985.9551264288618
anekdot;-223.94339222777768
anekdot;-321.73250108037121
anekdot;-2156.6612215562104
anekdot;-2290.0829280099588
anekdot;-54.685740635646312
anekdot;-205.390601682122
anekdot;-613.75787655276952
anekdot;-302.00719790509538
anekdot;-811.71913329272502
anekdot;-191.49967683721383
anekdot;-714.85329010047462
anekdot;-272.64107845327914
anekdot;-543.06925632320804
anekdot;-312.6244940753449
anekdot;-910.47175729249784
anekdot;-173.03357756767559
anekdot;-36.30587079453209
anekdot;-15.653846562519448
anekdot;-520.38867308146223
anekdot;-192.10190435451634
anekdot;-353.5440563623302
anekdot;-271.76806657196198
anekdot;-391.91431945447653
anekdot;-163.34464232627471
anekdot;-252.6045373022921
anekdot;-51.106374243583446
anekdot;-122.19580125937136
anekdot;-374.52251423496097
anekdot;-1125.2747942359094
anekdot;-1016.5465252514678
anekdot;157.50180436086413
anekdot;-478.00624044751476
anekdot;-171.08373116485507
anekdot;-472.0935449101575
anekdot;-114.55320125738024
anekdot;-29.688425870008672
anekdot;-627.25326558978429
izvestiya;-114.52242988768353
izvestiya;-165.20106024005713
izvestiya;-49.50365257376984
izvestiya;-136.0534124064672
izvestiya;-112.22897488845604
izvestiya;-334.0641924054118
izvestiya;-304.28142493315397
izvestiya;-71.8554449732286
izvestiya;-125.09724535966353
izvestiya;-189.4190317088308
izvestiya;-182.67419054597661
izvestiya;-287.1779508902217
izvestiya;-171.15053944088817
izvestiya;-91.8872568408299
izvestiya;-201.3047776555809
izvestiya;-201.89271692467892
izvestiya;-162.0268637219184
izvestiya;-173.82559957459233
izvestiya;-88.01932803014938
izvestiya;-298.6896255783586
izvestiya;-312.08744629820893
izvestiya;-140.42246526696368
izvestiya;-441.62264648599955
izvestiya;-58.21928424296513
izvestiya;-106.40369200828377
izvestiya;-184.47579248060958
izvestiya;-87.40437371971746
izvestiya;-194.3675532408783
izvestiya;-153.88751478478696
izvestiya;-193.99002116064122
izvestiya;-84.48632551277933
izvestiya;-163.82946116486056
izvestiya;-165.06502722030024
